id	name	abb	category	pmid	source	samples	species	min	max	med	avg	dev	und	cut	ovr	inc	m	f	stage	who	region	methods	results	conclusions	validated	diag	prog	pred	ther	cost	relevance	implications	effect	comments	curator
70	Gene panel		DNA	29393370	Tissue	154 GBM	Homo Sapiens			59.84		13.54					99	54	IV	Post 2010	China (TCGA Database, USA)	ifferentially expressed genes (DEGs) were screened by comparing microarray data of tumor and normal tissue samples from The Cancer Genome Atlas (TCGA) and the Gene Expression Omnibus (GEO) dataset GSE22866. Subsequently, the prognosis‑associated DEGs were screened via Cox regression analysis, followed by construction of gene/protein/pathway interaction networks of these DEGs by calculating the correlation coefficient between the DEGs. Next, a prognostic prediction system was constructed using Bayes discriminant analysis, which was validated by the microarray data of samples from patients with good and bad prognosis from the TCGA and Chinese Glioma Genome Atlas (CGGA), as well as the GEO dataset. Finally, a co‑expression network of the signature genes in the prediction system was constructed in combination with the significant pathways. A total of 288 overlapping DEGs (false discovery rate <0.5 and |log2 of fold change|>1) were screened, 123 of which were identified to be associated with the prognosis of GBM patients. The co‑expression network of these prognosis‑associated DEGs included 1405 interactions and 112 DEGs, and 6 functional modules were identified in the network. 	The prognostic prediction system was comprised of 63 signature genes with a specificity value of 0.929 and a sensitivity value of 0.948. GBM samples with good and bad prognosis in the TCGA, CGGA and GEO datasets were distinguishable by these signature genes (P=1.33x10‑6, 1.63x10‑4 and 0.00534, respectively). The co‑expression network of signature genes with significant pathways was comprised of 56 genes and 361 interactions. Protein kinase Cγ (PRKCG), protein kinase Cβ (PRKCB) and calcium/calmodulin‑dependent protein kinase IIα (CAMK2A) were important genes in the network, and based on the expression of these genes, it was possible to distinguish between samples with significantly different survival risks. 	 In the present study, an effective prognostic prediction system for GBM patients was constructed and validated. PRKCG, PRKCB and CAMK2A may be potential prognostic factors for GBM.	Potential	NO	Potential	NA	NA	NA	NA	NA	NA	Standard Cancer Genome Atlas and TCGA paper that plots a specific gene panel to patient survivability. 	Erik Samuelsson
71	HOXD4 expression	HOXD4	DNA	29383189	Tissue	453 glioma (160 Grade II, 90 Grade III, 203 Grade IV	Homo Sapiens						67	40	386	L	256	1197	II;III;IV	Post 2010	China	Clinicopathological analysis of HOXD4 expression in 453 glioma patients was performed in the current study. Expression of HOXD4 was evaluated by qPCR and immunohistochemical (IHC) staining. Univariate and multivariate analysis were conducted to investigate the prognostic role of HOXD4 in glioma patients.	The data demonstrated that and the results demonstrated that HOXD4 was overexpressed in glioma tissues compared to that of normal brain tissues. patients with high HOXD4 expression had a significant shorter survival than those with low HOXD4 expression in total glioma cohort (p<0.001), WHO Grade II cohort (p=0.003) and Grade III cohort (p<0.001), but not in Grade IV cohort when OS (overall survival) was analyzed (p=0.216). The findings were confirmed by the large-scale omics data analysis including lower-grade glioma (LGG) and glioblastoma multiforme (GBM) in TCGA (the cancer genome atlas) and CGGA (Chinese glioma genome atlas). Moreover, it was revealed that the expression of HOXD4 have a significant impact on the OS of Grade IV glioma with IDH wild-type and 1p/19q intact according to TCGA data.	Expression of HOXD4 was closely related to the clinical outcomes of patients with gliomas, and HOXD4 may be a potential prognostic biomarker of gliomas.	Potential	NA	Potential	NA	NA	NA	NA	NA	NA	Standard IHC biomarker paper paired with 1p/19q co-deletion and IDH1 assessment, two established biomarkers for clinical management of GBM patients.	Erik Samuelsson
72	Galectin-1		Protein	29378529	Tissue	45 GBM	Homo Sapiens						30	50	15	L	27	18	IV	Pre 2010	China	We included 45 patients with GBM who were treated with maximal safe surgical resection or biopsy alone followed by adjuvant RT of EQD2 (equivalent dose in 2-Gy fractions) > or = 60 Gy for homogeneous treatment. Paraffin-embedded tissues acquired from the Department of Pathology were analyzed using immunohistochemical staining for galectin-1 expression. The primary endpoint was overall survival (OS).	Patients with weak expression had a better median survival (27.9 months) than did those with strong expression (10.7 months; p = 0.009). We compared characteristics between weak and strong galectin-1 expression, and only the expression level of galectin-3 showed a correlation. The group with weak galectin-1 expression displayed a 3-year OS of 27.3% and a 3-year cancer-specific survival (CSS) of 27.3%; these values were only 5.9% and 7.6%, respectively, in the group with strong galectin-1 expression (p = 0.009 and 0.020, respectively). Cox regression was used to confirm that the expression level of galectin-1 (weak vs. strong) is a significant factor of OS (p = 0.020) and CSS (p = 0.022). Other parameters, such as the expression level of galectin-3, Eastern Cooperative Oncology Group (ECOG) performance, gender, surgical method, age ≥ 50 years, tumor size, or radiation field were not significant factors.	The expression level of galectin-1 affects survival in patients with GBM treated with adjuvant RT. Future studies are required to analyze the effect of other factors, such as O(6)-methylguanine-DNA methyltransferase (MGMT)-promoter methylation status, in patients with weak and strong galectin-1 expression. Ggalectin-1 expression is a poor prognostic factor for patients with GBM treated with adjuvant RT. Studies investigating the targeting of galectin-1 for radioresistance are encouraged in an effort to treat this aggressive brain tumor. The limitations of this study are its retrospective nature and limited sample size. According to the national law of human research, informed consent for research should be obtained for work performed in our country after 2002. As we could only include patients before 2002, and the sample size was therefore small. Because these patients were treated a long time ago, almost all were dead, their charts were destroyed, and the time to progression could not be confirmed. Nonetheless, the time to progression and the survival time were correlated in patients who underwent imaging follow-up; not all patients were evaluated for time to progression, yet galectin-1 remained a significant factor of GBM progression after RT. In addition, MGMT promoter methylation is associated with patient response to alkylating agents and OS. Because the proportion of MGMT promoter methylation in the included patients was undetermined, it remains unclear whether galectin-1 expression may affect the importance of the MGMT promoter methylation status for prognosis. Future studies are required to analyze the effect of other factors, such as MGMT methylation promoter status.	Potential	NA	NO	NA	NA	NA	NA	NA	NA	By their own admission, the study is limited by patient sample size, the fact that the samples were acquired before 2002, and their charts destroyed. 	Erik Samuelsson
75	O6-methylguanine-DNA methyltransferase promoter methylation;Gender	MGMT;Gender	DNA	29337169	Tissue	169 GBM	Homo Sapiens						141	70	28	H	99	70	IV	Post 2010	Italy	We performed a prospective evaluation of the Project of Emilia Romagna on Neuro-Oncology (PERNO) registry to identify prognostic factors in patients with GBM who received standard treatment.O6-methylguanine-DNA methyltransferase (MGMT) methylation status, age, Karnofsky Performance Status (KPS), and extent of surgical resection are the most relevant prognostic factors.	A total of 169 patients (99 males [58.6%] and 70 females [41.4%]) were evaluated prospectively. MGMT methylation was evaluable in 140 patients. Among the male patients, 36 were MGMT methylated (25.7%) and 47 were unmethylated (33.6%); among the female patients, 32 were methylated (22.9%) and 25 were unmethylated (17.9%). Survival was longer in the methylated females compared with the methylated males (P = 0.028) but was not significantly different between the unmethylated females and the unmethylated males (P = 0.395). In multivariate analysis, gender and MGMT methylation status considered together (methylated females vs. methylated males; hazard ratio [HR], 0.459; 95% confidence interval [CI], 0.242-0.827; P = 0.017), age (HR, 1.025; 95% CI, 1.002-1.049; P = 0.032), and KPS (HR, 0.965; 95% CI, 0.948-0.982; P < 0.001) were significantly correlated with survival.	Survival was consistently longer among MGMT methylated females compared with males. Gender can be considered as a further prognostic factor.	DNA marker:yes. Gender: potential.	NA	Potential	YES	YES	NA	O6-methylguanine-DNA methyltransferase (MGMT) promoter methylation has been firmly established as a biomarker in patients diagnosed with gliomas, for both clinical trials and routine clinical management.	Use in companion diagnostics and predicting patient outcome.	Methylation status of the MGMT gene is crucial to promoting DNA repair. If the MGMT gene is methylated, cancer patients tend to respond better to alkylating drug therapy.	Standard examination of MGMT promoter methylation in patient cohort, but with conclusions on gender. Their investigation of the role of gender in predicting prognosis shows a slight survival advantage for female patients.	Erik Samuelsson
76	CD34 mRNA	CD34 mRNA	RNA	29305787	Tissue	93 GBM	Homo Sapiens										60	33	IV	Post 2010	Copenhagen	A small proportion of patients present long survival over 3 years, but the underlying molecular background separating these long-term survivors (LTS) from short-term survivors (STS) are insufficiently understood. Accordingly, study aim was to identify independent prognostic biomarkers for survival. Study cohort consisted of 93 primary GBM patients treated with radiation-, chemo- and bevacizumab therapy, among which 14 STS (OS ≤ 12 months) and 6 LTS (OS ≥ 36 months) were identified, all confirmed being IDH wild-type. RNA expression levels in diagnostic tumor specimen for 792 genes were analyzed by NanoString technology.	While no differences were found with regard to GBM subtype between LTS versus STS, comparative analysis of individual genes identified 14 significantly differently expressed candidate genes. Univariate analysis in the whole patient cohort found that 12 of these were significantly associated with OS, of which increased IFNG, CXCL9, LGALS4, CD34 and decreased MGMT levels remained significant associated with prolonged OS in multivariate analysis correcting for known prognostic variables. Validation analyses in an independent dataset from the AVAglio study confirmed CD34 as significant in comparative analysis between STS and LTS patients and as an independent prognostic factor. Analysis of this dataset further supported CD34 expression to be associated with improved bevacizumab efficacy, while CD34 immunohistochemistry indicated variation in CD34 expression to result primarily from varying tumor vascularization. 	Collectively, CD34 expression candidates as a prognostic biomarker in GBM able to identify survival outliers and could also be predictive for efficacy of bevacizumab.	Potential	NA	Potential	Potential	Potential	NA	Analysis of this dataset further supported CD34 expression to be associated with improved bevacizumab efficacy.	A potential biomarker for patient stratification for becacizumab clinical trials is potentially useful if validated.	NA	CD34 expression candidates as a prognostic biomarker in GBM able to identify survival outliers and could also be predictive for efficacy of bevacizumab.	Erik Samuelsson
96	miR-141	miR-141	RNA	28943957	Tissue	91 GBM	Homo Sapiens				56						52	39	I;II;III;IV	2007	China	RT-qPCR;Cox proportional hazards model;Kaplan-Meier method	miR-141 aberrantly downregulated in GBM;in GBM patients, miR-141 downregulation closely associated with an advanced disease stage, poor clinicopathological properties and a shorter OS time;low miR-141 expression is effective prognostic biomarker for patients with glioblastoma.	miR-141 may be a functional cancer regulator and a prognostic biomarker for glioblastoma	Potential	NA	Potential	NA	NA	NA	NA	NA	NA	NA	Vanessa
99	TNFR-associated factor 1;TNFR-associated factor 2	TRAF1;TRAF2	Protein	28926524	Tissue	105 GBM	Homo Sapiens						52	50	53	X	58	47	NA	NA	China	Immunohistochemical assessment;gene expression analysis;chi-square test,Kaplan-Meier method;Cox regression model	TRAF1 expression has no significant prognostic value for GBM;high expression of TRAF2 cna predict poor prognosis of GBM;TRAF2 identified as independent biomarker in GBM prognosis	 High expression of TRAF2 identified as an independent biomarker in GBM prognosis;TRAF2 novel drug target in GBM treatment	Concrete	NA	YES	NA	NA	NA	NA	NA	TRAF2 novel drug target in GBM treatment		Vanessa
102	Epithelial membrane protein-2	EMP2	Protein	28887715	Tissue	19 low Grade glioma+50 Grade IV GBM	Homo Sapiens				50.03						43	28	19 low Grade glioma;50 GBM	NA	NA	Immunohistochemical assessment; Fisher’s exact test;Mann-Whitney U test;Kaplan-Meier method;log-rank test;Cox proportional hazard regression;Pearson product-moment correlation coefficients	EMP2 expression was dichotomized to low or high expression scores and correlated with clinical data.;mean EMP2 expression was 1.68 in lower grade gliomas versus 2.20 in GBMs;percentage of samples with high EMP2 expression was greater in GBMs than lower grade gliomas;no significant difference found between median survival among patients with GBM tumors exhibiting high EMP2 expression and survival of those with low EMP2 expression;EMP2 expression ≥2 correlated with decreased survival;EMP2 expression level correlated with Ki-67 positivity;mortality hazard ratio for GBM patients with EMP2 score of 3 or higher is 1.92	elevated EMP2 expression is associated with GBM;with other biomarkers, EMP2 may have use as a molecular target for the diagnosis and treatment of gliomas	Potential	Potential	NA	NA	Potential	NA	NA	NA	NA	NA	Vanessa
105	let-7g-5p;miR-139-5p;miR-17-5p;miR-9-3p	let-7g-5p;miR-139-5p;miR-17-5p;miR-9-3p	RNA	28869437	Tissue	48 GBM (31 short (<450 days) and 17 long-term survivors (>450 days)) all treated with Radiotherapy and TMZ	Homo Sapiens						27	60	21	X	26	22	NA	NA	China	RT-qPCR;Pyrosequencing;miRNA array analysis;Kaplan-Meier method	Six miRNAs upregulated in the long-term survival group;increase in let-7g-5p, miR-139-5p, miR-17-5p and miR-9-3p level in long-term survivors statistically significant;high expression of a prognostic 4-miRNA signature significantly associated with good patient survival;the signature regulated signaling pathways including Calcium, MAPK, ErbB, mTOR and cell cycle involved in carcinogenesis from glial progenitor cell to primary GBM.	4-miRNA signature identified as independent prognostic biomarker that identified patietns with favorable outcome	Concrete	NA	YES	NA	NA	NA	NA	NA	NA	NA	Vanessa
108	lncRNA Fer-1-like family member 4	FER1L4	RNA	28789454	Tissue 	149 GBM;158 Grade II glioma;177 Grade III glioma from TCGA 	Homo Sapiens													2007	NA	Gene expression analysis;Kaplan-Meier method	FER1L4 significantly upregulated in high-grade glioma compared with low-grade glioma;high expression of FER1L4 significantly predictes poor prognosis in patients with glioma	FER1L4 serves a role in occurrence and progression of glioma;could be used as a prognostic biomarker	Potential	NA	Potential	NA	NA	NA	NA	NA	glioma cell invasion and viability significantly inhibited by transfection with a FER1L4 siRNA, which promoted apoptosis;FER1L4 might have cancer-promoting effect in glioma and is a novel target for gene therapy	NA	Vanessa
112	miR-338-5p	miR-338-5p	RNA	28780604	Tissue	35 A (GBM, AAST, AST)+6 non-neoplastic brain (NNB) tissues	Homo Sapiens						14	40	21		21	14	II;III;IV	2007	China	RT-qPCR;Spearman correlation analysis	expression of miR-338-5p, normalized to hsnRNA U6, significantly higher in grade III and IV gliomas compared to that in NNB and grade II gliomas; TSHZ3 expression, normalized to GAPDH, inversely related to miR-338-5p;miR-338-5p has a function in promoting glioma cell invasion by targeting TSHZ3 suppression on MMP2	miR-338-5p is a possible potential biomarker for the diagnosis and target for therapy of high-grade glioma	Potential	Potential	NA	NA	Potential	NA	NA	NA	a therapeutic miRNA might provide a new insight into the development of therapeutic strategies against glioma by inhibiting miR-338-5p	NA	Vanessa
115	Chemokine receptor CXCR7	CXCR7	Protein	28759950	TIssue	146 GBM	Homo Sapiens						81	50	65		75	71	NA	NA	China	Immunohistochemical assessment;multivariate analysis;Kaplan-Meier method;log-rank test;Cox regression analysis	high CXCR7 expression correlates to poor overall survival (OS) in GBM;age, KPS score, chemotherapy, IDH1 mutation, MGMT methylation and CXCR7 are independent factors in survival prognosis	CXCR7 may invovle in clinical GBM progression;CXCR7 could be prognositc marker in GBM treatment	Potential	NA	Potential	NA	NA	NA	NA	NA	NA	NA	Vanessa
124	Serpin peptidase inhibitor clade A member 3	SERPINA3	Protein	28458560	Tissue	180 glioma tissue specimen(65 pilocytic and diffuse A;115 AA and GBM);80 fresh glioma tissue specimen;10 normal brain tissue specimen	Homo Sapiens						86	50	94	X	102	78	I;II;III;IV	2007	NA	Immunohistochemical assessment of specimen;RT-qPCR;Kaplan-Meier method;log-rank test;Cox regression analysis;further validation by online Oncomine database	SERPINA3 was upregulated in glioma tissue at both mRNA and protein levels, compared with noncancerous brain tissues;high SERPINA3 expression in glioma tissue correlates significantly with WHO grade;ERPINA3 expression independent prognostic factor for poor overall survival of glioma patients	SERPINA3 plays an oncogenic role in glioma progression;provides insight into the application of SERPINA3 as a novel predictor of clinical outcomes and a potential biomarker of glioma	Potential	NA	NA	Potential	Potential	NA	NA	NA	NA	NA	Vanessa
137	Circular RNAs	circBRAF	RNA	28236760	Tissue	5 GBM+5normal brain tissue from patients who underwent surgery at Changzheng Hospital;68 other glioma patients	Homo Sapiens			50.18							44	24	NA	2007	China	Illumina Hiseq;kaplan-Meier method;Cox analysis	1411 differentially expressed circRNAs identified in GBM patients including 206 upregulated circRNAs and 1205 downregulated circRNAs; differential expression of circRNAs closely associated with the biological process and molecular function;downregulated circRNAs mainly associated with ErbB and Neurotrophin signaling pathways;expression level of circBRAF in normal brain tissues  significantly higher than that in glioma tissues;CircBRAF significantly lower in glioma patients with high pathological grade (WHO III & IV) than those with low grade (WHO I & II);high circBRAF expression independent biomarker for predicting good progression-free survival and overall survival in glioma patients	rofile of dysregulated circRNAs in GBM identified;dysregulated circRNAs might be associated with tumorigenesis and development of GBM;circBRAF could severe as a biomarker for predicting pathological grade and prognosis in glioma patients	Potential	NA	NA	Potential	NA	NA	NA	NA	NA	NA	Vanessa
142	Neuroglobin	Ngb	Protein	28103511	Tissue	86 glioma;20 normal brain tissue	Homo Sapiens						41	50	45	X	56	30	I;II;III;IV	NA	China	Clinicopathological analysis;Kaplan-Meier method;multivalente Cox regression analysis	Ngb associated with histological type and WHO grade of glioma;Ngb overexpression leads to shorter survival;Ngb expression independent prognostic marker	Ngb can be potentially used as promising biomarker and target for novel treatment of human glioma	Potential	NA	Potential	NA	NA	NA	NA	NA	Ngb knockdown significantly inhibited proliferation and facilitated apoptosis in U251 cells;In vivo experiments further confirmed that Ngb silencing notably prohibited the tumor growth of glioma in nude mice;Ngb overexpression prominently promoted proliferation and suppressed apoptosis in U87 cells	NA	Vanessa
144	Interleukin-13 receptor alpha 2	IL-13Rα2	Protein	28079349	Tissue	4 PA;9 DA;12 AA;27 GBM	Homo Sapiens			54							27	25	I;II;III;IV	2007	Japan	RT-qPCR,Kaplan-Meier method;e MannWhitney U test;Spearman test;log-rank test	 IL13Rα2 expressed in a subset of cases with a progressive increase from low- to high-grade A; expression has significant positive correlation with the MIB-1 index and advanced patient age at diagnosis;overall survival (OS) of patients who have high grade A with higher levels of IL13Rα2 expression is significantly lower than the OS of those with high grade A with lower levels of IL13Rα2; median survival benefit in the lower expression group is 167.4 months;median OS (mOS) in high grade A group with lower IL13Rα2 expression is 186.4 months, while the mOS in the group with higher IL13Rα2 expression is 18.6 months 	 IL13Rα2 may be used as a marker of poorer prognosis in high grade As, even among tumors of the same grade		NA	Potential	NA	NA	NA	NA	NA	NA	limitations of study: status of IDH, MGMT promotor methylation, and codeletion of 1p19q were not analyzed;further research on the interaction between IL13Rα2 expression and the status of these factors should be planned;number of patients analyzed should be considered in our study;although subanalysis of HGAs subdivided by WHO grade or tumor location made no significant difference, this finding might have resulted from the small number of the patients;increasing the number of analyzed cases is necessary for an additional study	Vanessa
156	Collagen type III alpha 1 chain;Synaptosome associated protein 91	COL3A1;SNAP91	Protein	27655637	Tissue	Microarray data (GSE4290, GSE7696, and GSE4412) obtained from the Gene Expression Omnibus;57 GBM patient samples	Homo Sapiens						37	45	20	X	42	15	I;II;III;IV	NA	China	significant analysis of microarray (SAM);differentially expressed genes (DEGs) analysis;gene ontology (GO) enrichment analysis;RT-qPCR,Kaplan-meier method;log-rank test	46 differentially expressed genes (DEG) identified in GBM;RRM2 and COL3A1  increased and directly correlated with glioma grade;SH3GL2 and SNAP91 decreased in GBM and inversely correlated with glioma grade;COL3A1 and SNAP91 correlated with survival	COL3A1 and SNAP91 may be suitable biomarkers for diagnostic or therapeutic strategies for GBM		Potential	NA	NA	Potential	NA	NA	NA	NA	NA	Vanessa
182	YKL-40	YKL-40	DNA	27090900	Tissue		Homo Sapiens																							NA	NA	NA	NA		BP
184	O6-methylguanine-DNA methyltransferase promoter methylation	MGMT	DNA	27029617	Tissue	GBM=105	Homo Sapiens												IV	2007	Italy	Pyrosequencing	Patients with a methylation status ≥30 % showed a median overall survival of 25.2 months compared to 15.2 months in all other patients when treated with radiotherapy followed by TMZ	Predictive role of MGMT promoter methylation was maintained only with a cutoff value of greater than 30 percent	No	NA	NA	YES	NA	NA	NA	NA	NA	A predictive marker for Temozolomide treatment	BP
185	CPEB1;CPEB4	CPEB1;CPEB4	DNA	27000226	Tissue	Grade I  and  Grade II=22;Grade III and  Grade IV=19	Homo Sapiens						18	50	23	X	20	21	I;II;III;IV	2007	Iran	Quantitative real time PCR; immunohistochemistry;Kaplan-Meier survival curves;Cox regression	mRNA level of CPEB4 was strongly increased in tumor tissues;CPEB1 mRNA was significantly decreased in tumor tissues compared to normal tissues;High expression of CPEB4 was correlated with shorter overall survival and low expression of CPEB1 was linked to shorter overall survival;high CPEB1, low CPEB4 expressions and advanced tumor grade were independent predictor of overall survival 	Data indicated expressions levels of CPEB4 and CPEB1 are correlated with overall survival in patients with glioma	No	NO	YES	NO	NA	NA	NA	NA	NA	NA	BP
186	Ubiquitin-conjugating enzyme E2C	UBE2C	DNA	26998166	Tissue	Grade II=97;Grade III=34;Grade IV=89;Control=5	Homo Sapiens						33	48	47	X	50	30	II;III;IV	2007	China	RNA extraction and gene expression profiling;Immunohistochemical analysis;Fisher's exact test;Cox model	UBE2C expression, extent of resection, TMZ chemotherapy and IDH1 mutation status were independent prognostic factors of patient prognosis for GBM	Expression level of UBEC1 may be a valuable prognostic marker for glioblastoma patients.	No	NO	Potential	NO	NA	NA	NA	NA	NA	Independence of UBE2C overexpression as a predictor for poor prognosis in malignant glioma patients	BP
187	Interferon-induced protein with tetratricopeptide repeat 1	IFIT1	Protein	26980050	Tissue	GBM=70	Homo Sapiens						41	60	29	X	42	28	IV	2007	China	Immunostaining;Light microscopy;Cox model;Kaplan-Meier curves;Spearman rank correlation	IFIT1 expression was essentially limited to the cytoplasm of the cells within tumor tissue;Among the 70 glioblastoma specimens inspected, the percentage of IFIT1-positive cells ranged from 0 to 65% with a median of 24% in tumor cells;Thirteen of 70 cases exhibited low IFIT1 expression and 57 cases showed high expression;IFIT1 and MGMT expression was negatively correlated;Confirmed high IFIT1 expression as a significant prognostic predictor for longer PFS  and OS  in patients with glioblastoma;High MGMT expression was confirmed to be a significant prognostic predictor for shorter PFS	Demonstrated that the expression of IFIT1 significantly increased in newly diagnosed glioblastoma tissue, and the negative correlation of IFIT1 and MGMT expression may be triggered by IFN;Patients with high IFIT1 exhibited longer survival, and IFIT1 along with MGMT contributed to more accurate prognostic prediction of glioblastoma	No	NO	Potential	Potential	Potential	NA	NA	NA	NA	NA	BP
211	O6-methylguanine DNA methyltransferase promoter methylation	MGMT	DNA	26885283	Tissue	GBM=104	Homo Sapiens						61	50	43	X	58	46	IV	2007	South Korea	Pyrosequencing;PCR	Mean OS of GBM patients with an unmethylated MGMT promoter was 16.2 months and that of patients with a methylated MGMT promoter was 19.6 months;According to analysis by Pyrosequencing, the mean OS of total 104 GBM patients with unmethylated MGMT promoter was 14.1 months and that of patients with a methylated MGMT promoter was 20.9 months	Both the status and extent of methylation of the MGMT promoter analyzed by PSQ were found to be associated with OS in patients with GBM;Pyrosequencing might be a promising technique for MGMT evaluation in daily practice	No	NA	YES	NA	NA	NA	NA	NA	NA	A study more for use of pyrosequencing than studying MGMT promoter methylation as a prognostic marker	BP
225	Chromatinassembly factor 1 subunit A	CHAF1A	DNA	26740175	Tissue;Cell line	GBM=122	Homo Sapiens						58	55	64	X	79	43	IV	2007	China	Immunohistochemistry;Western blot;Quantitative real-time PCR;Paired t-test;Survival curves;Log rank test	Patients with low levels of CHAF1A had significantly longer overall survival relative to those with high levels of CHAF1A;Knockout of CHAF1A by CRISPR/CAS9 suppresses glioblastoma cell proliferation; Knockout of CHAF1A induce cell cycle and altered the apoptosis of glioblastoma cells;FOXO3a activity was altered in CHAF1A knockout glioblastoma cells	Results show that CHAF1A contributes to the proliferation of glioblastoma cells and may be developed as a de novo drug target and prognosis biomarker of glioblastoma	No	NA	Potential	NA	Potential	NA	NA	NA	NA	NA	BP
227	WEE1 Kinase	WEE1	Protein	26738845	Tissue		Homo Sapiens												II;III;IV	2007	Denmark	Immunohistochemistry;	WEE1 protein was localized in tumor cell nuclei and expressed in all glioma types and grades;Although WEE1 protein levels are higher in GBMs relative to grade III and grade II gliomas, high WEE1 protein was associated with better survival in GBMs	Nuclear expression of WEE1 protein in all glioma grades and types;WEE1 positive nuclear area was correlated with malignancy grade but it was inversely associated with prognosis in GBM;Although WEE1 is a frequently occurring protein and has been proposed as a novel target in GBM, the role of WEE1 in glioma patient survival appears to be connected to the MGMT status and is more complex than previously anticipated	No	NA	Potential	NA	Potential	NA	NA	NA	NA	NA	BP
228	PI3K mutation	PI3K	DNA	26699864	Tissue	GBM=	Homo Sapiens												I;II;III;IV	2007	The Netherlands	Cox proportional hazards model;ANOVA	PI3-kinase mutations are a marker of poor prognosis in IDH-mutated + ATRX/TP53 mutated diffuse gliomas;IDH is the most important prognostic marker in diffuse gliomas;subgroup analysis largely confirms many of the currently used molecular classification schemes for diffuse gliomas (ATRX or TP53 mutations, 1p19q codeletion)	Identified PI3K mutations as novel prognostic markers in gliomas;Demonstrate that the mutational load is associated with tumor grade.	Yes	NO	YES	NO	NO	NA	NA	NA	NA	Only in case of diffuse gliomas which includes GBM as well	BP
229	CD133 mRNA;BMI1 protein expression	CD133;BMI1	RNA;Protein	26690524	Tissue	GBM=21	Homo Sapiens						7	40	14	X	12	9	IV	2007	India	qRT-PCR;Western blot;Cox model;Survival curves;Kruskal-Wallis test	Overexpression of CD133 mRNA and BMI1 protein was found in 47.6 and 76.2 percent patients respectively and TP53 mutations was seen in 57.1 percent of patients;High level of BMI1 expression was favourable for the patient survival and high CD133 mRNA expression was unfavourable for the patient survival;CD133 mRNA and BMI1 protein expression could independently predict the glioblastoma patient survival in multivariate analysis	Overexpression of these stem cell markers is a common event in glioblastoma progression and could be used as potential prognostic markers	No	NO	Potential	NO	NO	NA	NA	NA	NA	Stem cell markers	BP
233	MGMT protein expression	MGMT	Protein	26682634	Tissue	GBM=73	Homo Sapiens						33	50	40	X	42	31	IV	2007	Egypt	Surgery;Chemotherapy;Radiotherapy;Immunohistochemistry;Cox model;Survival curves	For the whole cohort, the median OS was 15 months, and the progression-free survival was 10 months;Patients who had low MGMT protein expression (less than 15 percent) had a significantly improved OS and PFS compared with patients who had high MGMT expression (17.0 months vs 14 months) and (15.0 months vs 10 months) respectively;Age and extent of tumor resection were the strongest clinical predictors of outcome;MGMT protein expression, extent of tumor resection and age were identified as independent prognostic factors	MGMT expression was identified as positive prognostic factor in patients with newly diagnosed glioblastoma who underwent surgical resection followed by adjuvant radiotherapy and concomitant oral TMZ chemotherapy	No	NA	YES	NA	NA	NA	NA	NA	NA	Is this prognostic or predictive?	BP
234	Notch 1;HES1;DTX1	Notch 1;HES1;DTX1	DNA	26662803	Tissue		Homo Sapiens												IV		India	Real-time PCR;2(-ΔΔCt) method;	The data revealed aberrant expression of Notch genes in GBM compared to normal brain;More than 85 % of samples showed high Notch1 gene expression and low HES1 and DTX1 gene expression	Results clearly show aberrant expression of Notch genes in GBM which can be used as putative biomarkers together with histopathological observation to improve diagnosis, therapeutic strategies, and patient prognosis	No	Potential	NA	NA	NA	NA	NA	NA	NA		BP
235	Mobility group box protein 1;Heat shock protein 70;Calreticulin	HMGB1;HSP70;CRT	Protein	26646311	Tissue		Homo Sapiens												IV		Germany	Immunohistochemistry	HMGB1 was highly expressed in primary tumors with a significant reduction in the respective relapse;The extracellular HSP70 expression was significantly increased in the relapse compared to the primary tumor;CRT was generally highly expressed in the primary tumor, with a slight increase in the relapse	The combination of a decreased expression of HMGB1, an increased expression of extracellular HSP70, and an increased expression of CRT in the relapse seems to be beneficial for patient survival. HMGB1, extracellular HSP70, and CRT could be taken into concerted consideration as potential biomarkers for the prognosis of patients with GBM	No	NA	Potential	NA	NA	NA	NA	NA	NA	NA	BP
261	t Crk Tyr251 phosphorylation	Crk Tyr251	Protein	26473374	Tissue;Cell line	GBM=20;Grade III=8;Grade II=15;Control=18	Homo Sapiens						22	47	21	X	NA		II;III;IV	2007	China	IHC;WB;Tissue microarray;Immunoprecipitation;Gene-set enrichment analysis;t-test;ANOVA;Chi-square test	High Crk and low Abi1 gene expression correlates with poor patient survival;Abi1 and Crk reciprocally interact with Abl kinase to drive the malignant phenotypes in EGFR-expressing human GBM cells	Data suggest that Crk Tyr251 phosphorylation regulate invasive cell phenotypes and may serve as a biomarker for aggressive GBM	No	NO	Potential	NO	YES	NA	NA	NA	Patients that show a high level of CrkY251 phosphorylation and low level of Abi1, Imatinib treatment may prove beneficial to reduce invasive properties of tumor and improve overall survival	High levels of Crk, pCrkY251, and EGFR predict aggressive behavior of GBM and patient survival outcomes	RF
